Losses,Support Cardinalities (Basis Pursuit),Two-Stage Losses,Random Two-Stage Losses,Greedy Multitask Norms (Two-Stage),Brute Isometry Losses,Brute Losses,Basis Pursuit Times,Stage Two Times,Greedy Times
2.289756541036482,3,2.1777772158450137,1642.662312417585,2.1781848145468605,,,8.541581153869629,0.003377199172973633,0.05851602554321289
2.656822008921714,3,2.656822008921714,14799.420946202468,2.6200604496600546,,,7.986456632614136,0.003771066665649414,0.06461286544799805
2.7452218562271575,3,2.7452218562271566,5.559898557638712e+80,2.70620891753794,,,7.843636989593506,0.004659891128540039,0.050006866455078125
2.6763222270779266,3,2.484388784512168,7.586306539581872e+16,2.4840971808914514,,,7.748286962509155,0.0033299922943115234,0.05195283889770508
2.3283323703218297,3,2.3937633402138108,32.183027403940315,2.394188984060917,,,8.058407068252563,0.0030090808868408203,0.0563662052154541
2.857821729549255,389,2.71677441422058,14.87333713112854,2.7097158403043187,,,8.603838205337524,2.407414197921753,0.05452919006347656
2.8060017749310733,3,2.8060017749310733,8.86127481967897,2.7340784939673903,,,8.621716976165771,0.002836942672729492,0.08050704002380371
2.3535320080375595,3,2.3182272057323274,5560.090239152845,2.317749642536749,,,8.090781927108765,0.004024982452392578,0.047249794006347656
2.3555749220719484,3,2.3555749220719484,6.587462701411749e+30,2.353749109533846,,,8.259963989257812,0.0032281875610351562,0.05953717231750488
2.4035146508268275,444,2.367297290502497,62.335695084849775,2.3672666310288726,,,8.750974178314209,3.1225979328155518,0.05954909324645996
3.0909805473079093,3,2.401867686542528,6.011498439257603e+26,2.391368581390803,,,9.020744800567627,0.002779245376586914,0.08700919151306152
2.4306583609154515,267,2.2632367480201463,24.926040901774087,2.265215684914353,,,8.772183895111084,1.1738529205322266,0.062161922454833984
2.989936350337184,441,2.6904226225019663,33.221062869461306,2.689775782878824,,,8.214210748672485,3.339218854904175,0.08198285102844238
2.340149353518732,480,2.326312863164069,55.09438448635731,2.32613894616645,,,8.429189920425415,3.87846302986145,0.0854032039642334
2.6335245332034063,3,2.6335245332034063,5522625.229340274,2.590155537092281,,,8.043152093887329,0.0032851696014404297,0.08281493186950684
2.6718529703885494,3,2.6718529703885494,6741.823036975439,2.6325672620467957,,,7.861337184906006,0.0029261112213134766,0.059142112731933594
2.633766993168967,3,2.5606995119974423,6.114016279284261,2.5298593073804954,,,7.93327522277832,0.003326892852783203,0.06083106994628906
2.3281378733012548,3,2.317704864741795,6028935814286.585,2.3160527892955134,,,7.843567848205566,0.003332853317260742,0.062438011169433594
2.8374879153418773,426,2.593261077772758,23.029372552813033,2.585961023129588,,,7.76387095451355,2.681878089904785,0.06110739707946777
2.6373843781918964,3,3.2059235784604145,19.402350691126966,2.929881324606674,,,7.727008104324341,0.0035359859466552734,0.08249616622924805
2.5402444415588663,3,2.5258542619867734,1.8756765563778403e+75,2.5094911891854226,,,7.771759986877441,0.003604888916015625,0.0606532096862793
2.642463089970022,146,2.642463089970022,3.913063618728323,2.6285969235367705,,,7.808506727218628,0.31673383712768555,0.06119394302368164
2.476433030138696,3,2.4139991199433157,17.20165035718,2.404638642119287,,,7.565942049026489,0.002862215042114258,0.07154989242553711
2.2172266047346696,2,2.2146468702443336,4.055051999135708e+48,2.214803963026349,,,8.112581014633179,0.0037140846252441406,0.05746006965637207
2.5115551317784135,415,2.409494200769057,25.60497756054587,2.405688403816426,,,7.772475957870483,2.500793218612671,0.0563969612121582
3.654656298880576,2,2.8613643757653615,3.4604139456785675e+233,2.839668152017068,,,8.09014081954956,0.0030269622802734375,0.08025288581848145
2.521950062160305,412,2.393229370193709,37.944951709909276,2.387788729053023,,,7.824632167816162,2.4678993225097656,0.05728912353515625
2.6406932048801677,3,2.7070653945736924,6.197502703858132,2.6697901762856238,,,7.797885894775391,0.003110170364379883,0.0766751766204834
2.5352598531146446,372,2.5352598531146446,14.228060461762947,2.5352130746118133,,,7.781213283538818,2.004110097885132,0.06339287757873535
2.413703335242662,2,2.413703335242662,6.784435275266198,2.4127237194246725,,,7.8479390144348145,0.003264904022216797,0.0820930004119873
2.645371606642258,3,2.4127373369881426,73397603095096.77,2.4000223440051567,,,7.899996995925903,0.0027921199798583984,0.06386208534240723
2.4609757992428545,405,2.4537875840275096,27.820142688109378,2.4534691557837007,,,7.834214210510254,2.3915908336639404,0.062397003173828125
2.461853972344554,3,2.461853972344554,1.2083154019261052e+33,2.4618533722555966,,,8.340907096862793,0.0031769275665283203,0.08472824096679688
2.3303651887937082,3,2.30014616747669,2.46273104920209e+19,2.2996901799842164,,,7.8035361766815186,0.003019094467163086,0.06291723251342773
2.8700534146524896,3,2.8700534146524905,2096390.0487857028,2.8227115844226605,,,7.845922946929932,0.0033180713653564453,0.06243109703063965
2.4707664295722807,3,2.47076642957228,262743.75179205474,2.4707471483145413,,,7.811631202697754,0.003494739532470703,0.06360387802124023
2.448174786818579,3,2.576365482317843,650631.9552829596,2.5453503194185068,,,7.993435859680176,0.0032341480255126953,0.06013607978820801
2.2916421560951736,3,2.2916421560951745,96006.04959178412,2.2916001066746787,,,7.872437953948975,0.003216981887817383,0.06381106376647949
3.0884162276546343,3,2.50033756236813,14.040353662800602,2.498695411735603,,,7.71204686164856,0.0032110214233398438,0.05675983428955078
2.360408196280493,3,2.2862718452233506,8.895617537768397,2.286270044111928,,,8.052366018295288,0.0033087730407714844,0.06130790710449219
2.4229751259647783,3,2.3547508724774726,3.217668647210201e+29,2.3497760590775187,,,7.772420167922974,0.003314971923828125,0.06602311134338379
2.564685448384862,3,2.564685448384862,278.86599674611267,2.557467644839706,,,7.80983304977417,0.0032477378845214844,0.05648088455200195
2.3279586938855514,3,2.2211657990129567,1.9548770940391475e+27,2.221479530552584,,,7.786319017410278,0.0034339427947998047,0.05905723571777344
2.4007251711639195,428,2.361729090235067,54.984214849376585,2.35975164893833,,,7.748461961746216,2.726689100265503,0.05961775779724121
2.429863126931377,3,2.4298631269313775,2.1369297711197914e+83,2.423619500001193,,,7.947860956192017,0.0027740001678466797,0.08157181739807129
2.4353019452246896,3,2.43530194522469,18.48270322793964,2.433304708720258,,,8.46534013748169,0.0032241344451904297,0.06580901145935059
2.432307758142927,3,2.291420109865925,204.46440691448623,2.2906945587341854,,,8.217999935150146,0.0029091835021972656,0.06630992889404297
3.269712855280609,3,2.8910814511889704,3.1488092651167134,2.829243230215665,,,8.15473198890686,0.0038640499114990234,0.0674598217010498
3.0534057821508025,3,3.228943654543989,1.3333937750976749e+57,2.9564482291707197,,,8.677154064178467,0.004904031753540039,0.06182408332824707
2.5146784674608145,3,2.479346125239151,111.84344890993054,2.4793439807888733,,,8.860509872436523,0.0033731460571289062,0.08573007583618164
2.333037675198931,3,2.3974339965363063,172.1353189717162,2.39260459727657,,,9.403136014938354,0.003064870834350586,0.053279876708984375
2.3326628679646113,2,2.3184548623062673,42342656.527693465,2.3181351590693335,,,8.523242950439453,0.0033609867095947266,0.057199716567993164
2.859014561765206,3,2.456990982326296,4.1335518769678126e+27,2.4528007492173804,,,9.01529598236084,0.002796649932861328,0.07311511039733887
2.848189503050408,2,2.7076705623398585,3.2072372313299315e+91,2.6994680087216083,,,8.513989686965942,0.003735065460205078,0.0580441951751709
2.5554500779333296,422,2.5327338380909765,18.41953859107123,2.531878253710713,,,8.905354022979736,2.676539182662964,0.05989980697631836
2.714691376638463,2,2.5422351948640376,inf,2.5297928962024505,,,9.056437015533447,0.003061056137084961,0.0866389274597168
2.186653546843197,3,2.186653546843197,3.70355002783921e+17,2.187025832778911,,,8.782453060150146,0.0032758712768554688,0.06210517883300781
2.3993549213862906,3,2.4034641220199484,3.854925274306122e+84,2.400883479486873,,,8.876814842224121,0.0035698413848876953,0.06590008735656738
2.464632827671484,3,2.4646328276714846,3.2220644118192183,2.460490601064654,,,8.949301719665527,0.0031821727752685547,0.0753171443939209
2.474765700520752,3,2.4747657005207517,3.248701739688247e+24,2.47471404283237,,,7.801728010177612,0.0035610198974609375,0.06608319282531738
2.5990295092470017,3,2.54060072716525,5.871751629651271e+145,2.5403597835101532,,,8.529975175857544,0.0031740665435791016,0.05319809913635254
2.4431458761335785,2,2.443145876133579,7.794732911827619e+33,2.442315369162388,,,8.625269889831543,0.002687215805053711,0.06943273544311523
2.2688122995747095,2,2.265397715212326,1.0114619553893518e+16,2.2654588217790845,,,8.8020601272583,0.0035469532012939453,0.06993699073791504
2.303668361750576,238,2.303668361750576,13.087754495127994,2.3036424697220186,,,8.583608150482178,0.9086079597473145,0.06432104110717773
2.859966268961295,3,2.572458807421569,12335.395386065587,2.5724287468202256,,,8.5643630027771,0.0035240650177001953,0.091156005859375
2.4575938223431093,2,2.358524788944993,3.718158679549978e+245,2.3579162101316093,,,8.380450010299683,0.0030510425567626953,0.06661009788513184
2.4473810961011644,3,2.3967448580177795,4346.320250376811,2.3921518235579606,,,9.590925931930542,0.004564046859741211,0.05945992469787598
2.732537981637924,3,2.6437838719078224,74100.07539228408,2.6400379042982176,,,8.249298334121704,0.003309965133666992,0.07069802284240723
2.8088565837726436,3,2.806720033099194,1690210238.820389,2.691492507500902,,,8.293787956237793,0.003494739532470703,0.053395986557006836
2.3745371476012602,3,2.4037871397038195,6.1436480575325225,2.400031791383128,,,7.998476982116699,0.003565073013305664,0.057350873947143555
2.762611091414513,3,2.793425028426837,3.989006328175289e+32,2.736676862931271,,,7.933117866516113,0.002809762954711914,0.05495905876159668
2.279674675162563,3,2.273834595133459,106.45987744907765,2.274075758934357,,,8.341686964035034,0.006354331970214844,0.05531811714172363
2.369033514969805,2,2.2467185873081803,1.9993351268867364e+82,2.2467246925625495,,,9.327319145202637,0.002750873565673828,0.09010815620422363
2.3567659306378594,3,2.3078164418181952,41387.176073150695,2.307803270113224,,,8.687716007232666,0.0033309459686279297,0.0591278076171875
2.252596760772314,2,2.2496291466920306,1999.8980368718928,2.249775256059145,,,9.171884775161743,0.0044248104095458984,0.05561208724975586
2.5720236697600742,3,2.572023669760075,6.160989338037965,2.5377523958021,,,8.35632586479187,0.0033669471740722656,0.05343008041381836
2.423340221039135,3,2.3753737284938046,5456.271349069497,2.3723070356872022,,,8.146444082260132,0.0038318634033203125,0.05425882339477539
3.102858775749402,2,2.6246876782326405,7.601991507652457e+282,2.6174468580963595,,,7.968524932861328,0.0032541751861572266,0.06608796119689941
2.4303586944040543,3,2.4303586944040547,696.7192683175967,2.4300694256448785,,,8.04155969619751,0.003692150115966797,0.056993722915649414
2.57866968146224,400,2.5780920929280025,24.141167470289894,2.5703957596972327,,,7.83002495765686,2.2720162868499756,0.05679011344909668
2.8951377230239244,430,2.566857656498253,31.69765620593579,2.5653198738866054,,,8.630512952804565,2.5767970085144043,0.0722959041595459
2.9377357831931294,3,2.5963493424363415,252250216969.04456,2.584570709020152,,,8.022718906402588,0.0028281211853027344,0.07878303527832031
2.547057305574042,427,2.3863514617043844,71.36685586271085,2.3863023836652735,,,7.8839452266693115,2.523758888244629,0.05479884147644043
2.536280428785581,3,2.379116581671668,299.4535356046579,2.3714573004654724,,,8.602865934371948,0.0032939910888671875,0.09951305389404297
2.5292460042383387,3,2.5254360362284745,581.0578891859344,2.4969512771756928,,,8.882573127746582,0.0037081241607666016,0.0629262924194336
2.437841410962415,3,2.437841410962414,7258516308292115.0,2.4345014757927657,,,8.35573673248291,0.003081083297729492,0.06013298034667969
2.5632324775701436,3,2.4555398573742044,3.367002411057777,2.4553969512401927,,,9.642516851425171,0.003789186477661133,0.07099604606628418
2.6064046845359066,382,2.6052402119111218,13.968478166110955,2.5941819214188686,,,9.712339162826538,2.344529151916504,0.05950427055358887
3.3274670526553454,2,2.615399604426112,478.6712345563615,2.612488469196599,,,8.749092102050781,0.0029790401458740234,0.0915672779083252
2.4309052178179584,455,2.3608992176891315,41.41765938817079,2.3607124023390575,,,8.530472755432129,3.0746378898620605,0.05299210548400879
3.959010584410459,3,2.904754202699783,23870767342.941048,2.8914352820989526,,,8.019607067108154,0.0032482147216796875,0.07603311538696289
2.697928329464371,216,2.6144206843176057,6.974265582242031,2.6049513889308322,,,8.883183002471924,0.7696061134338379,0.056801795959472656
2.6057689438766984,3,2.6057689438766984,309.9753338147752,2.604161471475516,,,9.298803091049194,0.003359079360961914,0.0883948802947998
2.2956059387177907,422,2.270292605917849,39.400629390243914,2.270280875481216,,,8.546971797943115,3.2440943717956543,0.06956815719604492
2.400675625751848,387,2.398525916310387,21.835354164274513,2.3953248598733548,,,7.9074060916900635,2.342714786529541,0.09091401100158691
3.2287030709063727,3,2.6838835135185564,1.42735712609125e+40,2.658116316485007,,,10.284755945205688,0.004533052444458008,0.08165407180786133
2.705943939727331,3,2.705943939727331,268.1327212854742,2.6277430773331645,,,9.285555124282837,0.0033740997314453125,0.10344314575195312
2.5406588522342775,399,2.503422368349524,24.918304091957076,2.499492440507565,,,9.499234676361084,2.936282157897949,0.06535983085632324
2.2297313545010997,2,2.2297313545010997,4012042827.651326,2.2298277810001155,,,9.288157224655151,0.003220081329345703,0.10152196884155273
2.4182035646864937,3,2.480263211102911,22011.750659480665,2.4597388568775367,,,9.343191146850586,0.0033638477325439453,0.06509900093078613
